readId,taxonId,minimizKmersHitsTaxon|totMinimizKmers
@bacte>CP046220.1 Enterobacteriaceae endosymbiont of Macroplea appendiculata isolate MappSym chromosome$errorrate$0.05,3721,6|25840
@bares>MEG_50|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,6,31|38
@bares>MEG_45|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,8,27|226
@bares>MEG_49|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,954,74|80
@bares>MEG_48|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,953,133|196
@bacte>CP079896.1 Lelliottia amnigena strain FDAARGOS_1445 chromosome$errorrate$0.05,2982,22|24527
@bares>MEG_51|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,4,80|147
@bares>MEG_44|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,2,51|260
@bares>MEG_53|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,956,42|98
@bares>MEG_58|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,960,3|3
@bares>MEG_55|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,958,50|202
@bares>MEG_52|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,955,168|219
@bares>MEG_54|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,957,65|164
@bares>MEG_56|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,959,113|130
@bares>MEG_59|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,945,2|45
@bares>MEG_60|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,961,4|14
@bares>MEG_57|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,7,124|154
@bares>MEG_61|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,962,13|78
@bares>MEG_63|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,?,?|?
@bacte>CP054015.1 Streptococcus gallolyticus strain FDAARGOS_755 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP071766.1 Acinetobacter towneri strain GX3 chromosome  complete genome$errorrate$0.01,?,?|?
@bares>MEG_62|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,963,122|171
@bacte>CP032159.1 Staphylococcus warneri strain 22.1 chromosome st_war_22.1  complete sequence$errorrate$0.05,?,?|?
@bares>MEG_66|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,965,5|9
@bares>MEG_64|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.05,8,20|275
@bacte>CP029185.2 Limnobaculum parvum strain HYN0051 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP009043.1 Campylobacter iguaniorum strain 1485E chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP074676.1 Pseudomonas qingdaonensis strain S-1 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>AP023184.1 Buttiauxella agrestis DSM9389 DNA  complete genome$errorrate$0.05,?,?|?
@bares>MEG_65|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3$errorrate$0.01,7,137|177
@bacte>CP046228.1 Enterobacteriaceae endosymbiont of Plateumaris rustica isolate PrusSym chromosome$errorrate$0.05,1939,1|89
@bacte>AP017423.2 Pseudomonas izuensis DNA  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_CP012480.1 Streptococcus agalactiae strain NGBS128 chromosome  complete genome$errorrate$0.05,2529,8|82
@bacte>CP027986.1 Enterobacter sichuanensis strain SGAir0282 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP065921.1 Staphylococcus pseudintermedius strain SP_11304-3A chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP045650.1 Acinetobacter wanghuae strain dk386 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>AP024722.1 Pseudomonas stutzeri F2a DNA  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_LN907858.1 Helicobacter typhlonius strain MIT 97-6810 isolate 1 chromosome I  complete sequence$errorrate$0.01,?,?|?
@bacte>CP031253.1 Neisseria lactamica strain M17106 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP001085.1 Candidatus Riesia pediculicola USDA  complete genome$errorrate$0.05,?,?|?
@bacte>CP000932.1 Campylobacter lari RM2100 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP007039.1 Pseudomonas cichorii JBC1  complete genome$errorrate$0.01,?,?|?
@virus>NC_001798.2 Human herpesvirus 2 strain HG52  complete genome$errorrate$0.05,?,?|?
@bacte>CP059565.1 Neisseria wadsworthii strain DSM 22245 chromosome  complete genome$2pointsRearrangement$NA,930,11|92
@bacte>CP022278.1 Neisseria chenwenguii strain 10023 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP046533.1 Blochmannia endosymbiont of Colobopsis nipponica isolate CNIPBac chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LT629800.1 Pseudomonas brenneri strain BS2771 genome assembly  chromosome: I$errorrate$0.05,?,?|?
@bacte>CP063663.1 Lelliottia steviae strain LST-1 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP041247.1 Raoultella electrica strain DSM 102253 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT629777.1 Pseudomonas asplenii strain ATCC 23835 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>CP027723.1 Pseudomonas orientalis strain 8B chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LT629753.1 Pseudomonas cedrina strain BS2981 genome assembly  chromosome: I$2pointsRearrangement$NA,?,?|?
@bacte>CP003881.1 Candidatus Moranella endobia PCVAL  complete genome$errorrate$0.05,?,?|?
@bacte>CP035946.1 Campylobacter canadensis strain LMG 24001 chromosome  complete genome$errorrate$0.01,2987,1|77
@bacte>CP033844.1 Klebsiella oxytoca strain FDAARGOS_500 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP041970.1 Acinetobacter dispersus strain NCCP 16014 chromosome  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>LR822015.1 Streptococcus thermophilus isolate STH_CIRM_65 genome assembly  chromosome: STHERMO$errorrate$0.05,?,?|?
@bacte>CP071586.1 Pseudomonas germanica strain FIT28 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP022562.1 Pseudomonas monteilii strain B5 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP072888.1 Enterococcus raffinosus strain F162_2 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>FM252032.1 Streptococcus suis BM407 complet genome  strain BM407$errorrate$0.01,?,?|?
@bacte>CP081502.1 Streptococcus halichoeri strain Shali_VAS-CPH chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP046200.1 Enterobacteriaceae endosymbiont of Donacia piscatrix isolate DpisSym chromosome$errorrate$0.05,?,?|?
@bacte>CP072610.1 Pseudomonas wenzhouensis strain A20 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT629762.1 Pseudomonas prosekii strain LMG 26867 genome assembly  chromosome: I$errorrate$0.05,?,?|?
@bacte>LT629788.1 Pseudomonas moraviensis strain BS3668 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>AP019007.1 Enterobacter oligotrophicus CCA6 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP068551.1 Pseudomonas khazarica strain ODT-83 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AP018400.1 Streptococcus ruminantium GUT187T DNA  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>CP009365.1 Pseudomonas soli strain SJ10  complete genome$errorrate$0.01,?,?|?
@bacte>CP035952.1 Pseudomonas tructae strain SNU WT1 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP045845.1 Kluyvera intermedia strain N2-1 chromosome  complete genome$errorrate$0.05,124,13|24464
@bacte>CP046230.1 Enterobacteriaceae endosymbiont of Plateumaris consimilis isolate PconSym chromosome$errorrate$0.05,?,?|?
@bacte>CP076657.1 Campylobacter novaezeelandiae strain W441b chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP046182.1 Enterobacteriaceae endosymbiont of Donacia fulgens isolate DfulgSym chromosome$errorrate$0.05,?,?|?
@bacte>CP047349.1 Proteus terrae subsp. cibarius strain ZN2 chromosome  complete genome$errorrate$0.05,313,1|82
@bacte>CP046027.1 Neisseria brasiliensis strain N.177.16 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LS483369.1 Neisseria cinerea strain NCTC10294 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@bacte>CP054205.1 Pseudomonas rhodesiae strain NL2019 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT629763.1 Pseudomonas sabulinigri strain JCM 14963 genome assembly  chromosome: I$errorrate$0.05,?,?|?
@bacte>CP046210.1 Enterobacteriaceae endosymbiont of Donacia semicuprea isolate DsemSym chromosome$errorrate$0.05,?,?|?
@bacte>CP053391.1 Acinetobacter lactucae isolate QL-1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT629702.1 Pseudomonas azotoformans strain LMG 21611 genome assembly  chromosome: I$errorrate$0.05,132,1|88
@bacte>LN999833.1 Enterobacteriaceae bacterium symbiont of Maconellicoccus hirsutus isolate DEMHIR genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>CP073084.1 Streptococcus oriscaviae strain HKU75 chromosome  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP013124.1 Pseudomonas mendocina S5.2  complete genome$errorrate$0.05,?,?|?
@bacte>CP046220.1 Enterobacteriaceae endosymbiont of Macroplea appendiculata isolate MappSym chromosome$errorrate$0.05,3523,1|101
@bacte>CP059690.1 Proteus penneri strain S178-2 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>CP002080.1 Acinetobacter oleivorans DR1  complete genome$errorrate$0.01,?,?|?
@bacte>LT629803.1 Pseudomonas vancouverensis strain BS3656 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>CP049608.1 Atlantibacter hermannii strain 78-1320 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT629691.1 Pseudomonas thivervalensis strain BS3779 genome assembly  chromosome: I$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>NC_016941.1 Staphylococcus argenteus  complete sequence$2pointsRearrangement$NA,2178,1|82
@bacte>LR607338.1 Pseudescherichia vulneris strain 4928STDY7071515 genome assembly  chromosome: 1$errorrate$0.05,618,1|91
@bacte>LT906439.1 Streptococcus merionis strain NCTC13788 genome assembly  chromosome: 1$errorrate$0.05,?,?|?
@bacte>CP014070.2 Citrobacter amalonaticus strain FDAARGOS_165 chromosome  complete genome$errorrate$0.01,2327,11|88
@bacte>CP034725.1 Pseudomonas brassicacearum strain 3Re2-7 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP032620.1 Streptococcus koreensis strain JS71 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP027706.1 Pseudomonas sessilinigenes strain CMR12a chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LR215729.2 Pseudomonas marincola strain YSy11 genome assembly  chromosome: PMYSY11$errorrate$0.01,?,?|?
@bacte>CP077076.1 Pseudomonas fakonensis strain COW40 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP045845.1 Kluyvera intermedia strain N2-1 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>CP014699.1 Streptococcus pantholopis strain TA 26 chromosome  complete genome$errorrate$0.01,2052,1|77
@bacte>CP031611.1 Campylobacter hepaticus strain HV10 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP000487.1 Campylobacter fetus subsp. fetus 82-40  complete genome$errorrate$0.01,?,?|?
@bacte>LT629748.1 Pseudomonas litoralis strain 2SM5 genome assembly  chromosome: I$errorrate$0.01,2490,1|81
@bacte>CP030932.1 Enterococcus gilvus strain CR1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP065838.1 Klebsiella quasipneumoniae strain KqPF26 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AE017125.1 Helicobacter hepaticus ATCC 51449  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_CP017279.1 Enterobacter ludwigii strain EN-119 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LS483383.1 Streptococcus cristatus strain NCTC12479 genome assembly  chromosome: 1$errorrate$0.05,?,?|?
@bacte>CP066119.1 Acinetobacter bereziniae strain GD03185 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP053790.1 Streptococcus canis strain HL_77_2 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP023074.1 Enterococcus thailandicus strain a523 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP019684.1 Campylobacter sputorum bv. paraureolyticus LMG 11764 strain LMG 17589 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>CP010049.1 Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757  complete genome$errorrate$0.05,?,?|?
@bacte>CP001560.1 Shimwellia blattae DSM 4481 = NBRC 105725  complete genome$errorrate$0.05,3633,1|94
@bacte>NZ_CP017886.1 Pseudomonas frederiksbergensis strain ERDD5:01 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP067014.1 Staphylococcus pasteuri strain FDAARGOS_1069 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_CP014262.1 Pseudomonas corrugata strain RM1-1-4 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>NZ_CP013990.1 Leclercia adecarboxylata strain USDA-ARS-USMARC-60222 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP000822.1 Citrobacter koseri ATCC BAA-895  complete genome$errorrate$0.01,?,?|?
@bacte>CP046214.1 Enterobacteriaceae endosymbiont of Donacia versicolorea isolate DversSym chromosome$errorrate$0.01,?,?|?
@bacte>CP047698.1 Pseudomonas knackmussii strain N1-2 chromosome  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>AP024524.1 Acinetobacter variabilis RYU24 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>AP022822.1 Enterococcus saigonensis VE80 DNA  complete genome$errorrate$0.01,?,?|?
@bacte>CP040392.1 Kosakonia radicincitans strain DSM 107547 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LR134313.1 Neisseria canis strain NCTC10296 genome assembly  chromosome: 1$errorrate$0.05,?,?|?
@bacte>CP029608.1 Pseudomonas kribbensis strain 46-2 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT906462.1 Staphylococcus stepanovicii strain NCTC13839 genome assembly  chromosome: 1$errorrate$0.05,?,?|?
@bacte>NZ_CP013911.1 Staphylococcus haemolyticus strain S167 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP023011.2 Enterococcus hirae strain FDAARGOS_234 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP035129.1 Kosakonia cowanii strain FBS 223 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP077078.1 Pseudomonas azerbaijanorientalis strain SWRI123 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP046621.1 Pseudomonas alkylphenolica strain Neo chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP000776.1 Campylobacter hominis ATCC BAA-381  complete genome$errorrate$0.05,?,?|?
@bacte>CP097762.1 Candidatus Blochmannia ocreatus strain C-006 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LT629780.1 Pseudomonas guangdongensis strain CCTCC 2012022 genome assembly  chromosome: I$errorrate$0.01,?,?|?
@bacte>NZ_CP012805.1 Streptococcus anginosus strain J4211 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP039457.1 Streptococcus pasteurianus strain WUSP067 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>NC_017761.1 Helicobacter cinaedi PAGU611  complete sequence$errorrate$0.01,?,?|?
@bacte>AE016853.1 Pseudomonas syringae pv. tomato str. DC3000  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_CP014158.1 Pseudomonas citronellolis strain P3B5 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP045198.1 Acinetobacter indicus strain TQ23 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>LR607336.1 Klebsiella grimontii strain 4928STDY7071328 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@bacte>CP046192.1 Enterobacteriaceae endosymbiont of Donacia simplex isolate DsimSym chromosome$errorrate$0.01,?,?|?
@bacte>CP017466.1 Staphylococcus nepalensis strain JS11 chromosome  complete sequence$errorrate$0.01,?,?|?
@bacte>CP091509.1 Neisseria dumasiana strain LMG 30012 chromosome  complete genome$2pointsRearrangement$NA,?,?|?
@bacte>CP002925.1 Streptococcus pseudopneumoniae IS7493  complete genome$errorrate$0.01,?,?|?
@bacte>LT629797.1 Pseudomonas sihuiensis strain KCTC 32246 genome assembly  chromosome: I$errorrate$0.05,?,?|?
@bacte>LT906434.1 Neisseria zoodegmatis strain NCTC12230 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@bacte>CP090029.1 Pseudomonas sivasensis strain BsEB-1 chromosome  complete genome$errorrate$0.05,1868,1|85
@bacte>CP053825.1 Campylobacter armoricus strain CCUG 73571 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP039887.1 Neisseria subflava strain ATCC 49275 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP063425.1 Kosakonia pseudosacchari strain BDA62-3 chromosome  complete genome$errorrate$0.05,3661,2|83
@bacte>CP050508.1 Raoultella terrigena strain JH01 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP049044.1 Pseudomonas psychrophila strain KM02 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>AP014612.1 Streptococcus troglodytae TKU31 DNA  complete genome$errorrate$0.01,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>CP012362.1 Thiopseudomonas alkaliphila strain D3318 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP094241.1 Neisseria macacae ATCC 33926 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP071070.1 Citrobacter sedlakii strain 3347689II chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LT629751.1 Pseudomonas oryzae strain KCTC 32247 genome assembly  chromosome: I$errorrate$0.05,?,?|?
@bacte>CP075500.1 Staphylococcus pseudoxylosus strain Colony297 chromosome$errorrate$0.05,?,?|?
@bacte>CP087880.1 Pseudocitrobacter corydidari isolate G163CM chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP079898.1 Acinetobacter septicus strain FDAARGOS_1401 chromosome$errorrate$0.01,3163,2|75
@bacte>CP020773.1 Staphylococcus lutrae strain ATCC 700373 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>LR134201.1 Cedecea lapagei strain NCTC11466 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@bacte>NZ_CP018776.1 Staphylococcus condimenti strain StO 2014-01 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>NZ_CP014135.1 Pseudomonas agarici strain NCPPB 2472 chromosome$errorrate$0.01,?,?|?
@bacte>CP036175.1 Klebsiella huaxiensis strain WCHKl090001 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP086654.1 Staphylococcus ratti strain CCM 9025 chromosome  complete genome$errorrate$0.05,?,?|?
@randomSequence$randomSequence$NA,?,?|?
@bacte>LS483458.1 Haemophilus haemolyticus strain NCTC10839 genome assembly  chromosome: 1$errorrate$0.01,?,?|?
@bacte>NZ_CP012196.1 Campylobacter gracilis strain ATCC 33236 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP045783.1 Klebsiella variicola strain LEMB11 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP072549.1 Acinetobacter lwoffii strain H7 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP045300.1 Kosakonia arachidis strain KACC 18508 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP008747.1 Staphylococcus hyicus strain ATCC 11249  complete genome$errorrate$0.05,374,1|87
@bacte>CP020000.1 Acinetobacter calcoaceticus strain CA16 chromosome  complete sequence$errorrate$0.05,1678,2|91
@bacte>CP044221.1 Streptococcus mutans strain NCH105 chromosome  complete genome$errorrate$0.05,?,?|?
@bacte>CP045927.1 Staphylococcus agnetis strain 1379 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP056030.1 Pseudomonas eucalypticola strain NP-1 chromosome  complete genome$errorrate$0.01,?,?|?
@bacte>CP074435.1 Candidatus Schneideria nysicola isolate NR chromosome$errorrate$0.01,?,?|?
